x,y,t,p
98,123,402096388,-1
107,137,402096405,-1
113,112,402096458,1
76,91,402096479,1
113,119,402096481,-1
70,175,402096488,-1
110,83,402096493,-1
84,108,402096495,-1
113,106,402096555,1
113,107,402096559,1
102,103,402096562,1
94,104,402096618,1
110,120,402096662,1
112,145,402096666,-1
90,104,402096675,-1
79,88,402096728,1
118,112,402096742,-1
96,171,402096748,-1
113,115,402096748,1
99,121,402096758,-1
113,111,402096829,-1
117,115,402096832,-1
92,117,402096836,-1
115,106,402096851,-1
24,143,402096918,-1
95,111,402096958,-1
105,129,402097003,-1
53,116,402097014,-1
73,152,402097014,-1
123,139,402097018,-1
117,110,402097025,-1
75,95,402097026,1
111,121,402097082,-1
102,127,402097088,-1
51,142,402097096,-1
49,168,402097107,-1
114,114,402097126,1
42,169,402097168,-1
117,114,402097198,-1
96,119,402097252,-1
50,130,402097254,-1
126,123,402097289,1
95,119,402097336,-1
83,105,402097343,-1
50,153,402097347,-1
41,175,402097348,-1
26,139,402097416,-1
95,117,402097419,-1
113,108,402097423,1
59,157,402097424,-1
107,159,402097425,-1
128,129,402097447,1
112,117,402097464,1
118,111,402097512,-1
89,179,402097519,-1
114,116,402097537,1
110,2,402097549,-1
93,116,402097598,-1
104,128,402097605,-1
78,90,402097622,1
78,94,402097651,1
85,111,402097652,1
111,119,402097745,1
85,106,402097769,-1
88,114,402097772,-1
119,98,402097782,-1
80,87,402097840,1
87,113,402097929,-1
109,130,402097935,-1
114,109,402097963,1
107,127,402098013,-1
75,96,402098058,1
86,113,402098084,-1
75,98,402098137,1
106,121,402098138,-1
113,113,402098198,1
113,109,402098239,1
78,88,402098297,1
27,96,402098297,-1
75,99,402098298,1
108,122,402098304,-1
86,179,402098307,-1
87,87,402098357,1
87,114,402098391,-1
112,120,402098394,-1
112,105,402098450,-1
113,110,402098453,1
101,121,402098478,-1
116,115,402098481,-1
97,122,402098508,-1
128,132,402098523,1
100,105,402098530,-1
101,126,402098533,-1
76,100,402098545,1
88,115,402098584,-1
75,91,402098590,1
115,127,402098607,1
107,151,402098620,1
89,114,402098657,-1
93,117,402098661,-1
89,115,402098711,-1
110,121,402098731,-1
114,115,402098736,1
80,175,402098739,-1
104,122,402098798,1
78,89,402098848,1
81,97,402098869,1
111,118,402098894,-1
115,117,402098910,-1
117,109,402098919,-1
95,118,402098928,-1
103,103,402098937,-1
100,91,402099005,-1
85,156,402099008,-1
98,119,402099009,-1
106,136,402099019,-1
118,113,402099099,-1
104,104,402099105,-1
105,104,402099106,-1
98,122,402099110,-1
99,124,402099116,-1
98,123,402099186,-1
90,116,402099194,-1
116,116,402099201,-1
73,178,402099208,-1
124,120,402099232,-1
68,156,402099279,-1
82,169,402099281,-1
97,119,402099285,-1
114,119,402099298,-1
103,122,402099299,1
41,168,402099329,1
96,121,402099367,-1
113,108,402099402,1
115,116,402099433,-1
91,116,402099443,-1
113,112,402099476,1
117,111,402099516,-1
96,112,402099519,-1
41,171,402099523,-1
101,119,402099524,-1
113,111,402099582,-1
113,114,402099599,1
114,154,402099605,-1
108,146,402099609,-1
45,163,402099614,-1
83,98,402099660,-1
100,125,402099710,-1
77,101,402099737,1
74,175,402099768,-1
117,114,402099799,-1
83,107,402099875,-1
87,94,402099878,-1
102,126,402099880,-1
99,139,402099880,-1
131,95,402099888,-1
113,119,402099911,-1
74,92,402099913,1
113,107,402099914,1
108,120,402099934,1
72,144,402099947,-1
102,98,402099964,-1
109,122,402099970,-1
113,116,402099986,1
100,124,402100047,-1
60,157,402100106,-1
83,108,402100125,-1
105,146,402100211,-1
118,112,402100215,-1
125,102,402100215,-1
113,117,402100232,1
110,92,402100249,-1
113,132,402100296,-1
71,137,402100305,-1
102,145,402100340,-1
79,87,402100381,1
69,167,402100392,-1
5,137,402100397,-1
105,121,402100406,1
113,109,402100467,1
58,157,402100477,-1
92,138,402100478,-1
79,103,402100481,-1
117,113,402100545,-1
59,151,402100565,-1
77,89,402100576,1
97,113,402100590,-1
106,123,402100596,-1
117,110,402100638,-1
124,124,402100661,-1
116,111,402100669,-1
79,174,402100722,-1
116,115,402100725,-1
113,135,402100750,-1
113,110,402100771,1
86,113,402100812,-1
110,2,402100813,-1
82,106,402100813,-1
98,146,402100816,-1
39,177,402100828,-1
83,175,402100839,-1
125,122,402100878,-1
57,122,402100932,1
20,28,402100936,-1
104,129,402100942,-1
113,115,402100943,1
86,93,402100989,-1
87,114,402100997,-1
71,157,402101019,-1
51,141,402101076,-1
116,153,402101081,-1
117,112,402101154,-1
105,132,402101165,-1
101,173,402101165,-1
113,113,402101167,1
118,115,402101175,-1
114,118,402101281,-1
94,118,402101324,-1
74,95,402101400,1
97,138,402101406,-1
92,117,402101435,-1
54,145,402101452,1
107,121,402101517,1
101,102,402101552,1
99,104,402101584,-1
56,145,402101586,-1
92,150,402101591,-1
77,90,402101637,-1
112,118,402101672,1
84,168,402101676,-1
111,160,402101676,-1
108,122,402101677,-1
87,145,402101683,-1
95,120,402101741,-1
86,114,402101750,-1
37,153,402101782,-1
112,105,402101803,-1
115,116,402101824,-1
97,120,402101839,-1
74,160,402101840,-1
38,154,402101843,-1
95,106,402101873,1
112,106,402101888,1
77,174,402101912,1
116,108,402101927,-1
88,115,402101932,-1
128,133,402102011,1
120,102,402102011,-1
110,121,402102013,-1
114,111,402102038,1
98,123,402102044,-1
116,83,402102105,-1
112,120,402102105,-1
113,114,402102212,1
113,111,402102236,-1
111,104,402102325,1
77,94,402102416,1
113,106,402102420,1
114,113,402102421,1
113,112,402102530,1
101,140,402102533,-1
49,158,402102538,-1
84,152,402102561,-1
103,104,402102618,-1
77,92,402102619,1
108,121,402102624,1
115,107,402102625,-1
85,113,402102626,-1
96,119,402102627,-1
109,120,402102682,1
114,117,402102701,-1
110,119,402102707,-1
96,121,402102713,-1
102,104,402102775,1
49,178,402102836,-1
115,115,402102899,-1
73,93,402102936,1
77,88,402102953,1
117,113,402102989,-1
85,155,402102997,-1
81,98,402103027,1
110,151,402103069,1
114,105,402103092,-1
111,119,402103162,1
113,109,402103223,1
113,116,402103253,1
117,111,402103257,-1
84,109,402103351,-1
118,114,402103360,-1
102,122,402103382,1
73,164,402103408,1
117,114,402103521,-1
100,121,402103529,-1
74,91,402103569,1
86,87,402103588,1
113,110,402103593,1
112,117,402103594,1
43,167,402103624,-1
47,158,402103628,-1
90,116,402103631,-1
93,118,402103632,-1
79,96,402103640,1
101,103,402103660,1
53,116,402103714,-1
95,113,402103799,-1
61,155,402103807,-1
98,124,402103809,-1
115,153,402103815,-1
82,107,402103817,-1
116,115,402103817,-1
78,87,402103905,-1
107,122,402103916,-1
85,157,402103919,-1
51,131,402103952,1
48,163,402103966,-1
117,112,402103994,-1
87,95,402104005,-1
37,151,402104006,-1
75,100,402104043,1
95,105,402104079,-1
116,84,402104097,-1
97,122,402104110,-1
113,115,402104144,1
74,98,402104163,1
110,2,402104177,-1
51,136,402104181,-1
112,116,402104347,1
86,114,402104361,-1
46,161,402104368,-1
117,110,402104381,-1
116,114,402104465,-1
112,107,402104527,1
116,116,402104547,-1
116,107,402104619,-1
83,161,402104621,-1
115,116,402104624,-1
98,120,402104629,-1
110,139,402104646,-1
87,86,402104703,1
111,120,402104709,-1
116,142,402104720,-1
109,119,402104784,1
117,109,402104802,-1
85,87,402104803,1
100,146,402104807,-1
115,115,402104898,-1
77,93,402104900,1
89,110,402104945,1
106,131,402104999,-1
39,176,402105001,-1
102,103,402105003,-1
73,94,402105064,1
74,96,402105066,1
106,124,402105090,-1
113,119,402105189,-1
83,164,402105191,-1
117,94,402105193,-1
102,127,402105219,-1
37,150,402105273,-1
111,140,402105276,-1
99,120,402105280,-1
83,110,402105298,-1
113,113,402105343,1
88,115,402105353,-1
81,106,402105354,-1
98,127,402105362,-1
60,141,402105363,-1
121,110,402105369,-1
53,175,402105394,-1
85,113,402105434,-1
81,156,402105438,-1
114,117,402105439,-1
103,128,402105446,-1
88,146,402105512,-1
116,109,402105515,-1
99,124,402105519,-1
92,135,402105521,-1
100,125,402105521,-1
101,126,402105521,-1
94,103,402105522,-1
105,130,402105525,-1
49,179,402105525,-1
85,98,402105526,-1
112,112,402105595,1
80,162,402105603,-1
107,134,402105612,-1
112,113,402105644,1
114,94,402105647,-1
45,164,402105692,-1
117,85,402105696,-1
77,87,402105723,1
48,156,402105727,-1
116,108,402105774,-1
114,106,402105777,-1
101,110,402105781,-1
67,161,402105814,-1
117,113,402105865,-1
118,110,402105869,-1
73,92,402105888,1
84,151,402105901,-1
5,133,402105951,-1
84,148,402105960,-1
124,109,402105996,-1
98,123,402106016,-1
104,123,402106020,-1
89,155,402106022,-1
117,111,402106022,-1
83,109,402106023,-1
110,149,402106026,-1
6,133,402106032,-1
115,107,402106051,-1
76,94,402106052,-1
72,145,402106069,-1
98,116,402106099,-1
108,161,402106111,-1
86,113,402106112,-1
38,160,402106113,-1
70,130,402106113,-1
79,159,402106141,-1
114,91,402106177,-1
117,81,402106199,-1
112,111,402106200,1
88,113,402106206,-1
127,135,402106207,1
75,178,402106208,-1
108,138,402106209,-1
111,105,402106234,1
39,168,402106298,-1
79,167,402106306,-1
81,178,402106316,-1
112,114,402106322,1
103,127,402106326,-1
112,110,402106340,1
60,142,402106348,-1
82,108,402106368,-1
65,175,402106375,-1
50,149,402106379,-1
115,117,402106385,-1
87,113,402106393,-1
107,126,402106394,-1
107,120,402106443,-1
73,91,402106453,1
112,115,402106454,1
109,121,402106457,-1
71,156,402106466,-1
69,162,402106467,-1
97,178,402106479,-1
87,144,402106506,-1
113,118,402106536,-1
49,156,402106548,-1
44,166,402106550,-1
100,102,402106569,1
88,114,402106571,-1
112,108,402106603,1
111,104,402106613,1
121,111,402106620,-1
96,122,402106625,-1
87,114,402106626,-1
109,150,402106635,-1
33,123,402106638,-1
105,135,402106655,-1
112,106,402106665,1
112,109,402106706,1
84,177,402106721,-1
128,83,402106750,-1
111,118,402106751,1
116,114,402106762,-1
76,90,402106766,1
115,115,402106804,-1
91,117,402106812,-1
95,106,402106816,-1
6,7,402106819,-1
74,97,402106851,1
95,119,402106898,-1
27,96,402106910,-1
101,102,402106912,-1
93,105,402106955,1
82,109,402106991,-1
97,118,402107001,-1
108,122,402107079,-1
86,114,402107083,-1
71,138,402107088,-1
114,118,402107162,-1
96,118,402107183,-1
116,90,402107214,-1
89,147,402107244,-1
98,124,402107247,-1
112,119,402107322,-1
110,2,402107354,-1
111,116,402107359,-1
111,117,402107366,1
87,115,402107406,-1
50,177,402107421,-1
106,121,402107430,-1
81,105,402107432,-1
113,105,402107497,-1
49,159,402107501,-1
112,107,402107535,1
113,111,402107568,-1
123,109,402107579,-1
39,164,402107584,-1
118,113,402107586,-1
85,141,402107588,-1
117,112,402107599,-1
113,114,402107611,1
113,154,402107667,-1
94,118,402107671,-1
34,122,402107702,-1
108,134,402107745,-1
48,170,402107747,-1
73,96,402107810,1
83,141,402107817,-1
108,120,402107867,1
96,113,402107903,-1
89,104,402107909,-1
112,117,402107969,1
92,134,402107984,-1
107,122,402108004,-1
112,153,402108012,1
50,154,402108024,-1
92,117,402108064,-1
49,169,402108072,-1
116,113,402108153,-1
89,116,402108156,-1
31,125,402108159,-1
71,125,402108204,1
115,106,402108233,-1
82,148,402108240,-1
39,175,402108299,-1
102,104,402108316,-1
82,14,402108325,-1
68,162,402108345,-1
84,165,402108359,-1
114,116,402108390,-1
106,122,402108393,-1
112,151,402108395,-1
81,107,402108397,-1
86,154,402108398,-1
40,173,402108399,-1
112,110,402108420,1
110,119,402108442,-1
118,94,402108463,-1
110,118,402108471,1
114,154,402108471,-1
112,112,402108473,1
116,111,402108476,-1
79,97,402108495,1
114,117,402108546,-1
14,136,402108557,-1
80,105,402108562,-1
75,90,402108575,1
108,135,402108636,-1
49,166,402108643,-1
61,132,402108650,-1
116,109,402108660,-1
72,169,402108684,-1
106,134,402108721,-1
103,103,402108725,-1
112,116,402108748,1
125,106,402108801,-1
114,106,402108815,-1
55,127,402108836,1
73,98,402108851,1
112,111,402108870,1
116,88,402108905,-1
112,113,402108953,1
105,121,402108976,1
95,151,402108989,-1
115,114,402108990,-1
83,160,402108996,-1
84,169,402108999,-1
115,115,402109004,-1
71,171,402109007,-1
105,83,402109019,-1
112,109,402109022,1
85,93,402109025,-1
86,86,402109033,1
116,115,402109078,-1
121,84,402109083,-1
99,105,402109084,-1
109,88,402109085,-1
75,89,402109097,1
81,97,402109099,-1
115,116,402109173,-1
124,96,402109208,-1
52,171,402109208,1
127,126,402109216,1
111,105,402109239,1
101,127,402109246,-1
23,157,402109257,-1
111,106,402109267,1
103,121,402109272,1
112,108,402109272,1
83,97,402109325,-1
74,157,402109331,-1
73,95,402109364,1
108,121,402109414,-1
101,145,402109419,-1
52,157,402109457,-1
113,117,402109495,-1
105,122,402109588,-1
85,114,402109595,-1
100,103,402109654,1
99,125,402109676,-1
85,113,402109679,-1
75,88,402109688,1
108,119,402109725,1
112,114,402109743,1
114,115,402109756,-1
115,108,402109760,-1
93,118,402109765,-1
98,124,402109768,-1
101,103,402109770,-1
27,132,402109787,-1
84,167,402109801,-1
127,127,402109808,-1
76,87,402109827,1
48,167,402109850,-1
95,103,402109869,-1
84,113,402109907,-1
122,104,402109928,-1
99,102,402109952,-1
85,86,402109958,1
105,133,402110008,-1
74,90,402110031,1
90,108,402110107,-1
86,95,402110109,-1
116,114,402110114,-1
104,127,402110115,-1
96,114,402110116,-1
71,139,402110135,-1
104,121,402110145,1
56,127,402110171,1
111,119,402110199,-1
77,169,402110207,-1
95,121,402110220,-1
116,110,402110269,-1
107,119,402110287,1
116,113,402110377,-1
125,104,402110379,-1
60,176,402110389,-1
83,167,402110392,-1
112,115,402110401,1
73,97,402110423,1
111,115,402110424,1
128,130,402110444,1
84,87,402110456,1
110,135,402110464,-1
87,103,402110467,-1
53,116,402110473,-1
37,154,402110489,-1
75,92,402110504,-1
28,131,402110518,-1
110,2,402110534,-1
113,118,402110545,-1
70,129,402110548,-1
111,148,402110586,-1
87,104,402110631,-1
92,136,402110633,-1
109,121,402110638,-1
85,94,402110639,-1
82,105,402110640,-1
100,126,402110704,-1
105,130,402110718,-1
118,100,402110722,-1
107,132,402110727,-1
119,141,402110801,-1
109,163,402110824,-1
93,154,402110889,-1
104,129,402110891,-1
88,115,402110894,-1
103,104,402110898,-1
60,143,402110900,-1
109,119,402110927,1
97,123,402110974,-1
50,173,402110983,1
87,115,402110986,-1
83,95,402110987,-1
55,131,402111000,-1
45,163,402111013,-1
116,112,402111095,-1
114,116,402111096,-1
112,110,402111101,1
36,147,402111112,-1
110,104,402111134,1
116,111,402111145,-1
43,150,402111153,-1
94,119,402111225,-1
97,120,402111242,-1
82,160,402111269,-1
57,157,402111309,-1
80,166,402111314,-1
115,154,402111323,-1
62,135,402111370,-1
86,114,402111406,-1
83,87,402111467,1
112,111,402111468,1
117,111,402111490,-1
80,106,402111491,-1
110,133,402111494,-1
83,140,402111495,-1
111,107,402111500,1
113,105,402111569,-1
78,104,402111572,-1
96,122,402111577,-1
55,177,402111587,-1
79,157,402111590,-1
83,176,402111627,-1
115,114,402111642,-1
106,120,402111650,1
81,109,402111671,-1
114,115,402111685,-1
81,98,402111736,-1
57,149,402111741,-1
110,121,402111747,-1
97,103,402111748,-1
113,106,402111749,-1
81,157,402111772,-1
75,87,402111787,1
78,171,402111827,-1
92,137,402111870,-1
82,167,402111918,-1
55,158,402111919,-1
106,128,402111920,-1
44,165,402111921,-1
81,162,402111924,-1
27,133,402111959,-1
84,113,402112003,-1
82,159,402112007,-1
85,114,402112022,-1
112,118,402112100,-1
59,157,402112101,-1
112,112,402112114,1
85,154,402112178,-1
58,157,402112179,-1
111,113,402112218,1
58,150,402112265,-1
99,125,402112274,-1
97,104,402112284,-1
67,6,402112361,-1
79,105,402112379,-1
73,90,402112403,1
128,131,402112414,1
111,111,402112430,1
111,106,402112451,1
111,112,402112490,1
115,115,402112516,-1
98,124,402112523,-1
61,136,402112526,-1
111,120,402112532,-1
89,116,402112535,-1
71,91,402112579,1
97,146,402112624,-1
78,97,402112678,1
61,156,402112707,-1
113,117,402112714,-1
68,155,402112715,-1
110,120,402112720,-1
85,146,402112723,-1
84,86,402112735,1
111,117,402112793,1
111,114,402112797,1
82,110,402112828,-1
113,115,402112828,1
99,103,402112840,1
71,92,402112845,1
107,120,402112856,-1
108,121,402112909,-1
77,86,402112912,1
39,169,402112980,-1
62,156,402112987,-1
98,139,402112992,-1
84,147,402113081,-1
111,108,402113156,1
115,87,402113162,-1
112,109,402113170,1
106,122,402113189,-1
56,147,402113200,-1
104,131,402113225,-1
100,102,402113232,-1
112,113,402113251,1
54,127,402113261,1
69,125,402113269,-1
109,118,402113290,1
116,113,402113315,-1
102,128,402113316,-1
115,108,402113324,-1
54,148,402113361,1
91,117,402113408,-1
55,132,402113410,-1
123,104,402113415,-1
107,133,402113422,-1
52,175,402113462,-1
72,95,402113472,1
81,163,402113500,-1
79,92,402113502,-1
112,114,402113582,1
107,91,402113590,-1
126,137,402113636,1
111,107,402113658,1
116,110,402113674,-1
73,177,402113677,-1
110,2,402113679,-1
38,161,402113755,-1
116,112,402113755,-1
106,133,402113756,-1
107,103,402113762,-1
79,172,402113766,-1
112,116,402113788,1
116,111,402113817,-1
114,154,402113835,-1
83,144,402113838,-1
131,85,402113842,-1
114,115,402113910,-1
51,159,402113915,-1
26,138,402113925,-1
111,119,402113928,-1
111,110,402113959,1
102,121,402113979,1
78,105,402114013,-1
85,158,402114022,-1
84,170,402114045,-1
127,134,402114055,1
116,109,402114101,-1
103,129,402114105,-1
114,116,402114108,-1
101,125,402114109,-1
27,96,402114109,-1
99,118,402114195,-1
111,151,402114273,-1
117,113,402114278,-1
111,109,402114304,1
109,103,402114318,1
110,117,402114358,1
73,179,402114376,-1
85,103,402114387,-1
74,89,402114461,1
95,114,402114463,-1
82,157,402114471,-1
69,177,402114476,1
109,87,402114483,-1
78,103,402114523,-1
87,115,402114527,-1
95,121,402114528,-1
71,140,402114536,-1
71,93,402114587,1
100,126,402114607,-1
81,104,402114618,-1
95,119,402114623,-1
115,114,402114623,-1
109,139,402114629,-1
12,144,402114648,-1
112,115,402114661,1
110,118,402114663,1
115,107,402114694,-1
105,122,402114695,-1
109,81,402114703,-1
79,177,402114752,1
113,116,402114783,-1
96,115,402114788,-1
47,158,402114804,-1
79,106,402114812,-1
84,113,402114863,-1
26,137,402114878,-1
85,114,402114878,-1
94,120,402114880,-1
118,85,402114884,-1
101,103,402114912,-1
99,125,402114956,-1
101,121,402115012,1
104,120,402115075,1
72,90,402115096,1
106,137,402115124,-1
80,107,402115129,-1
93,105,402115148,-1
110,105,402115159,1
74,88,402115160,1
111,116,402115201,-1
120,88,402115213,-1
63,155,402115216,-1
111,111,402115250,1
111,135,402115287,-1
59,153,402115298,-1
80,170,402115298,-1
103,171,402115300,-1
109,90,402115311,-1
90,116,402115332,-1
111,112,402115340,1
83,110,402115395,-1
111,108,402115427,1
105,120,402115428,1
76,86,402115428,1
115,113,402115450,-1
104,122,402115464,-1
83,86,402115504,1
109,120,402115549,-1
4,143,402115556,-1
79,104,402115578,-1
121,94,402115636,-1
75,101,402115652,1
94,104,402115715,-1
115,95,402115721,-1
82,109,402115722,-1
85,113,402115727,-1
89,115,402115727,-1
97,123,402115733,-1
112,118,402115807,-1
79,175,402115816,-1
92,133,402115864,-1
73,99,402115885,1
82,168,402115913,-1
110,104,402115947,1
125,123,402115957,-1
109,129,402115997,-1
105,121,402115999,1
111,113,402116067,1
71,90,402116079,1
70,174,402116083,-1
94,113,402116087,-1
112,110,402116151,1
75,86,402116153,1
96,124,402116173,-1
111,109,402116191,1
13,149,402116216,-1
127,136,402116221,-1
107,163,402116244,1
111,115,402116297,1
103,121,402116322,1
113,115,402116343,-1
111,110,402116385,1
74,93,402116396,1
54,149,402116414,1
98,124,402116425,-1
83,93,402116430,-1
96,120,402116430,-1
109,133,402116431,-1
115,109,402116432,-1
124,92,402116434,-1
74,87,402116446,1
82,87,402116466,1
